appid,game_title,tags,tag_count
1817050,Shadow Tactics: Blades of the Shogun - Aiko's Choice - Soundtrack,+ Add your own tags,1
1817070,Marvel’s Spider-Man Remastered,"Open World, Superhero, Action, Singleplayer, Story Rich, Adventure, Combat, Action-Adventure, Third Person, Parkour, Comic Book, Exploration, Beautiful, Stealth, Great Soundtrack, Funny, Atmospheric, Sci-fi, Multiplayer, Controller",20
1817230,Hi-Fi RUSH,"Rhythm, Action, Hack and Slash, Singleplayer, Great Soundtrack, Cartoony, Action-Adventure, Music, Platformer, Character Action Game, Colorful, Spectacle fighter, Comedy, Stylized, Beat 'em up, Anime, Cyberpunk, Third Person, Robots, Adventure",20
1850570,DEATH STRANDING DIRECTOR'S CUT,"Story Rich, Open World, Walking Simulator, Sci-fi, Atmospheric, Great Soundtrack, Adventure, Post-apocalyptic, Cinematic, Exploration, Singleplayer, Third Person, Action, Horror, Relaxing, Action-Adventure, Stealth, Multiplayer, Third-Person Shooter, Combat",20
1868140,DAVE THE DIVER,"Pixel Graphics, Casual, Management, Adventure, Relaxing, Exploration, Fishing, RPG, Underwater, Singleplayer, Simulation, Farming Sim, Story Rich, Roguelite, Crafting, 2D, Funny, Agriculture, Action, Indie",20
1880360,Monster Hunter Rise: Sunbreak,"Action, Multiplayer, Co-op, Hunting, RPG, Character Customization, Action RPG, Online Co-Op, JRPG, Dating Sim, Anime",11
1887840,Another Crab's Treasure,"Souls-like, 3D Platformer, Funny, Action RPG, Cartoony, Action-Adventure, Atmospheric, Nonlinear, Third Person, Dark Humor, RPG, Cute, Dark Fantasy, Open World, 3D, Lore-Rich, Underwater, Story Rich, Action, Beat 'em up",20
1888160,ARMORED CORE™ VI FIRES OF RUBICON™,"Mechs, Character Customization, Action, Robots, Third Person, Combat, Fast-Paced, Sci-fi, 3D, Souls-like, Multiplayer, Futuristic, Post-apocalyptic, Singleplayer, Difficult, Vehicular Combat, Soundtrack, Military, Action-Adventure, Atmospheric",20
1889490,Stellaris: Overlord,"Strategy, Simulation, Sci-fi, Grand Strategy, 4X, Futuristic, Diplomacy, Moddable, Space, Singleplayer, Exploration, RTS, Building, Adventure, Open World, Multiplayer, Story Rich, Atmospheric, Management, Real-Time with Pause",20
1896700,Wylde Flowers,"Cozy, Simulation, Farming Sim, LGBTQ+, Cute, Female Protagonist, Life Sim, Narrative, Magic, Story Rich, Singleplayer, Dating Sim, Relaxing, 3D, Adventure, Romance, Crafting, Supernatural, Emotional, Fantasy",20
1902490,Aperture Desk Job,"Free to Play, Singleplayer, Funny, Casual, 3D, Action, Comedy, Robots, Controller, Simulation, Cinematic, Shooter, Story Rich, Artificial Intelligence, Family Friendly, Short, On-Rails Shooter, First-Person, Adventure, Psychological Horror",20
1903340,Clair Obscur: Expedition 33,"Turn-Based Combat, Story Rich, Fantasy, RPG, JRPG, Exploration, Singleplayer, Lore-Rich, Great Soundtrack, Adventure, Party-Based RPG, Action RPG, Souls-like, Dark Fantasy, 3D, Character Customization, Post-apocalyptic, Narration, Action, Realistic",20
1922560,Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,"Zombies, Hero Shooter, PvP, Funny, Action, Third-Person Shooter, Character Customization, Multiplayer, Shooter, Team-Based, Third Person, Controller, Casual, Cute, Cartoon, Colorful, Combat, Atmospheric, Co-op, Online Co-Op",20
1931770,Chants of Sennaar,"Puzzle, Adventure, Singleplayer, Indie, Colorful, Point & Click, Word Game, Atmospheric, Detective, Stylized, Action-Adventure, Mythology, Great Soundtrack, Puzzle Platformer, Stealth, Exploration, Story Rich, Mystery, Relaxing, Difficult",20
1934680,Age of Mythology: Retold,"Strategy, RTS, 3D, Story Rich, Base Building, Lore-Rich, Mythology, Resource Management, Fantasy, Singleplayer, Top-Down, PvE, Level Editor, Moddable, Multiplayer, Action RTS, PvP, Co-op, Online Co-Op, Tutorial",20
1940340,Darkest Dungeon® II,"Turn-Based Tactics, Dungeon Crawler, Roguelite, Dark Fantasy, Lovecraftian, Singleplayer, Roguelike, Perma Death, Turn-Based, Turn-Based Combat, Story Rich, CRPG, Party-Based RPG, 2D, Gothic, Hand-drawn, RPG, Turn-Based Strategy, Procedural Generation, Stylized",20
1941540,Mafia: The Old Country,"Story Rich, Stealth, Atmospheric, Immersive, Third-Person Shooter, Action, Cinematic, Crime, Shooter, Third Person, Emotional, Drama, Linear, Historical, Realistic, Singleplayer, Action-Adventure, Controller, Combat, Adventure",20
1942280,Brotato,"Roguelike, Singleplayer, Action Roguelike, Sci-fi, Bullet Hell, Survival, Arena Shooter, Local Co-Op, Roguelite, Multiplayer, Hack and Slash, Replay Value, Arcade, Top-Down Shooter, Casual, Action, Controller, 2D, RPG, Co-op",20
1944430,Amnesia: The Bunker,"Horror, Survival Horror, Atmospheric, Stealth, Immersive Sim, First-Person, Survival, Singleplayer, Difficult, Action, Resource Management, Action-Adventure, Exploration, FPS, Psychological Horror, Open World, Story Rich, Sandbox, Adventure, Supernatural",20
1971650,OCTOPATH TRAVELER II,"RPG, Turn-Based, JRPG, 2.5D, Story Rich, Party-Based RPG, Open World, Pixel Graphics, Turn-Based Combat, Choices Matter, Strategy, Cute, Anime, Fantasy, Casual, Magic, Adventure, Atmospheric, Singleplayer, Emotional",20
1977170,Jusant,"Atmospheric, Parkour, Action-Adventure, Puzzle, Action, Soundtrack, Exploration, Adventure, Nature, Cute, 3D Platformer, Platformer, Fantasy, Third Person, 3D, Relaxing, Colorful, Narration, Singleplayer, Cinematic",20
1983260,Dungeons of Hinterberg,"Relaxing, Puzzle, Exploration, Adventure, PvE, Singleplayer, Action, Dungeon Crawler, Atmospheric, Indie, Puzzle Platformer, Platformer, Female Protagonist, Action RPG, Action-Adventure, 3D, RPG, Story Rich, Wholesome, Magic",20
1989270,Slay the Princess — The Pristine Cut,"Visual Novel, Choices Matter, Psychological Horror, Horror, Story Rich, Choose Your Own Adventure, CRPG, Lore-Rich, Point & Click, Hand-drawn, Romance, Simulation, First-Person, Interactive Fiction, Dating Sim, Singleplayer, Adventure, Comic Book, RPG, Dark Humor",20
1998450,Black & White,"Adventure, Strategy, RPG, Turn-Based Strategy, JRPG, Visual Novel, Strategy RPG, Roguelike, Tactical RPG, Anime, Faith, Zombies, Dystopian, Aliens, Turn-Based Tactics, Story Rich, Turn-Based Combat, Singleplayer, Indie",19
2001120,Split Fiction,"Co-op, Split Screen, Female Protagonist, Sci-fi, Action-Adventure, Local Co-Op, 3D Platformer, Fantasy, Online Co-Op, Story Rich, Third Person, Adventure, Co-op Campaign, Action, Multiplayer, Local Multiplayer, Puzzle Platformer, Platformer, Funny, Mature",20
2004320,Duelyst II,"Free to Play, Strategy, Turn-Based Tactics, PvP, Card Battler, Turn-Based Strategy, Grid-Based Movement, Card Game, Board Game, Deckbuilding, eSports, Turn-Based Combat, Competitive, Pixel Graphics, Indie, Multiplayer, Tactical, Fantasy, Trading Card Game, Lore-Rich",20
2005010,"Warhammer 40,000: Boltgun","Boomer Shooter, FPS, Warhammer 40K, Retro, Pixel Graphics, Shooter, Action, Old School, First-Person, Gore, Arcade, 1990's, Violent, Singleplayer, Demons, Sci-fi, Fantasy, Indie, Arena Shooter, Games Workshop",20
2028850,Bioshock Infinite: Columbia's Finest,"Action, FPS, Singleplayer, Steampunk",4
2050650,Resident Evil 4,"Horror, Action, Survival Horror, Singleplayer, Third-Person Shooter, Zombies, Story Rich, Survival, Cinematic, Remake, Dark, Realistic, Gore, Third Person, Adventure, Resource Management, VR, Action-Adventure, Violent, Psychological Horror",20
2060130,Return to Monkey Island,"Point & Click, Adventure, Comedy, Puzzle, 2D, Funny, Singleplayer, Story Rich, Hand-drawn, Pirates, Nostalgia, Cartoon, Drama, Choices Matter, Colorful, Family Friendly, Casual, 1990's, Cartoony, Stylized",20
2075070,KinitoPET,"Psychological Horror, Horror, 2D, Indie, Retro, Immersive Sim, Multiple Endings, Story Rich, Artificial Intelligence, Pixel Graphics, 1990's, Visual Novel, Singleplayer, Linear, Psychological, Conversation, Simulation, Narration, 3D, Casual",20
2081470,Red Matter 2,"Adventure, VR, Action-Adventure, Puzzle, Sci-fi, Physics, Combat, Atmospheric, Story Rich, Mystery, Action, Indie, 6DOF, Singleplayer, Linear, Exploration, FPS, Space",18
2096610,Crysis 3 Remastered,"Action, FPS, Shooter, Aliens, Sci-fi, Sandbox, Hero Shooter, Post-apocalyptic, First-Person, Dystopian, Futuristic, War, Combat, Shoot 'Em Up, Physics, PvE, Singleplayer, Stealth, Story Rich, Violent",20
2101430,Dead Cells: Return to Castlevania,"Indie, Action, Roguelike, Metroidvania, Vampire, Roguelite, Pixel Graphics, 2D, Souls-like",9
2111190,MULLET MADJACK,"FPS, Boomer Shooter, Fast-Paced, Arcade, 3D, Action, Cyberpunk, Singleplayer, Anime, Indie, Shooter, Stylized, 2.5D, Score Attack, First-Person, Robots, Retro, Roguelite, 1980s, 1990's",20
2114740,Blasphemous 2,"Combat, Fantasy, Metroidvania, Souls-like, 2D, Adventure, 2D Platformer, Pixel Graphics, Difficult, Side Scroller, Hack and Slash, Unforgiving, Platformer, Action RPG, Horror, Lore-Rich, Action-Adventure, Story Rich, Nonlinear, Multiple Endings",20
2124490,SILENT HILL 2,"Psychological Horror, Horror, Survival Horror, 3D, Story Rich, Atmospheric, Psychological, Remake, Great Soundtrack, Singleplayer, Third Person, Multiple Endings, Adventure, Exploration, Action, Cinematic, Violent, Sexual Content, Classic, Action-Adventure",20
2138330,Cyberpunk 2077: Phantom Liberty,"RPG, Sexual Content, Cyberpunk, Open World, Story Rich, Nudity, Violent, Singleplayer, Gore, First-Person, Character Customization, Atmospheric, FPS, Choices Matter, Action RPG, Action, Shooter, Horror, Great Soundtrack, Stealth",20
2161700,Persona 3 Reload,"JRPG, RPG, Anime, Party-Based RPG, Dark, Turn-Based Strategy, Adventure, Dating Sim, Story Rich, Strategy, Emotional, Great Soundtrack, Visual Novel, Strategy RPG, Turn-Based Combat, Colorful, Supernatural, Mystery, Detective, Multiple Endings",20
2183900,"Warhammer 40,000: Space Marine 2","Warhammer 40K, Action, Multiplayer, Co-op, Third-Person Shooter, PvE, Adventure, Action-Adventure, Third Person, Sci-fi, Wargame, 3D, War, Space, Singleplayer, Fantasy, Narration, Realistic, Futuristic, Cinematic",20
2186680,"Warhammer 40,000: Rogue Trader","RPG, Character Customization, Warhammer 40K, Turn-Based Combat, CRPG, Choices Matter, Story Rich, Strategy RPG, Fantasy, Turn-Based Tactics, Adventure, Futuristic, Tactical, Strategy, Online Co-Op, Dark Fantasy, Action, Romance, Multiplayer, Co-op",20
2204130,Sid Meier's Alpha Centauri™ Planetary Pack,"Strategy, 4X, Singleplayer, Multiplayer, Space, Turn-Based Strategy, Sci-fi, Classic",8
2213300,Might & Magic: Clash of Heroes - Definitive Edition,"Strategy, RPG, Puzzle, Turn-Based Strategy, Match 3, Singleplayer, Multiplayer, Casual, Fantasy, Tactical, Adventure, 2D, Local Multiplayer, Female Protagonist, Magic, Board Game, Turn-Based Tactics, PvP, Online Co-Op, Family Friendly",20
2215430,Ghost of Tsushima DIRECTOR'S CUT,"Open World, Action, Story Rich, Singleplayer, Adventure, Stealth, Combat, Ninja, Third Person, Souls-like, Action-Adventure, Action RPG, Historical, Atmospheric, Multiplayer, Exploration, Gore, Violent, Online Co-Op, Co-op",20
2218750,Halls of Torment,"Action Roguelike, Roguelite, Bullet Hell, Roguelike, Pixel Graphics, Dark Fantasy, Action RPG, Action, RPG, Arcade, Hack and Slash, Top-Down, 2D, Singleplayer, Demons, Dark, Atmospheric, Gothic, Fantasy, Medieval",20
2221920,Immortals Fenyx Rising,"Adventure, Open World, RPG, Mythology, 3D, Puzzle, Action-Adventure, Third Person, Action RPG, Action, Singleplayer, Character Customization, Female Protagonist, Story Rich, Exploration, Colorful, Combat, Fantasy, Magic, Historical",20
2225530,Drawing From Memory,"Casual, Multiplayer, Funny, Comedy, PvP, Design & Illustration, Fantasy, Hand-drawn, Board Game, Word Game, Crafting, 2D, Comic Book, Superhero, Cartoony, Colorful, Cute, Relaxing, Puzzle, Anime",20
2229350,Someday You'll Return: Director's Cut,"Horror, Mystery, Story Rich, Surreal, Puzzle, Psychological Horror, Realistic, Crafting, Adventure, Atmospheric, Choices Matter, Thriller, Dark, Singleplayer, Stealth, Controller, First-Person, Exploration, Indie, Nature",20
2229850,Command & Conquer Red Alert™ 2 and Yuri’s Revenge™,"Strategy, Action, RTS, Singleplayer, Multiplayer, Classic, Base Building, RPG, Retro, Great Soundtrack, Sci-fi",11
2229870,Command & Conquer™ Generals,"Strategy, Action, Multiplayer, Singleplayer, RTS, Base Building, Action RPG, RPG, Classic",9
2229890,Command & Conquer Renegade™,"Family Friendly, Level Editor, Action, FPS, RTS, Strategy, Action RTS, Singleplayer, Adventure, Multiplayer, Third-Person Shooter, First-Person, Sci-fi, Arcade, Boomer Shooter, Vehicular Combat, Anime, Retro, Tanks, Funny",20
2229940,[REDACTED],"Action Roguelike, Top-Down Shooter, Roguelite, Hack and Slash, Dungeon Crawler, Difficult, Shooter, Action-Adventure, 3D, Roguelike, Comic Book, Isometric, Dark Comedy, Dark Humor, Controller, Action, Stylized, Sci-fi, Comedy, Survival",20
2231450,Pizza Tower,"Great Soundtrack, 2D Platformer, Fast-Paced, 2D, Indie, Cartoony, Platformer, Funny, Singleplayer, Pixel Graphics, Comedy, Action, Epic, Colorful, Difficult, Retro, 1990's, Adventure, Memes, War",20
2292260,STAR WARS™: Dark Forces Remaster,"Boomer Shooter, Exploration, FPS, Shooter, First-Person, Story Rich, Action, Sci-fi, Space, Atmospheric, Adventure, 1990's, Old School, Retro, Combat, Singleplayer, Classic, Great Soundtrack, Remake, Cult Classic",20
2296990,We Were Here Expeditions: The FriendShip,"Co-op, Puzzle, Online Co-Op, Multiplayer, 3D, Adventure, Casual, Emotional, Atmospheric, First-Person, Cute, Mystery, Team-Based, Controller, Story Rich, Multiple Endings, Linear, Asynchronous Multiplayer, Indie, Drama",20
2322010,God of War Ragnarök,"Action, Adventure, Action-Adventure, RPG, 3D, Hack and Slash, Mythology, Cinematic, Action RPG, Third Person, Story Rich, Atmospheric, Fantasy, Singleplayer, Emotional, Drama, Open World, Combat, Gore, Souls-like",20
2324650,The Murder of Sonic the Hedgehog,"Visual Novel, Free to Play, Point & Click, Mystery, Singleplayer, Casual, Detective, Comedy, Text-Based, Funny, Psychological Horror, Hand-drawn, Cute, Great Soundtrack, Anime, Isometric, Indie, Simulation, Platformer, Story Rich",20
2336880,Destiny 2: The Final Shape,"Free to Play, Open World, FPS, Looter Shooter, MMORPG, Co-op, PvE, PvP, Multiplayer, Shooter, Action, Adventure, Massively Multiplayer, Loot, First-Person, Sci-fi, Lore-Rich, Space, Competitive, Atmospheric",20
2344520,Diablo® IV,"Action RPG, Hack and Slash, Loot, Isometric, RPG, Online Co-Op, Singleplayer, Co-op, Dungeon Crawler, Multiplayer, Third Person, Action, PvE, Fantasy, Dark Fantasy, Story Rich, Gore, MMORPG, Exploration, Violent",20
2356780,Dungeon Clawler,"Early Access, Roguelite, Retro, RPG, 2D, Replay Value, Singleplayer, Turn-Based Strategy, Roguelike Deckbuilder, Deckbuilding, Roguelike, Strategy, Physics, Arcade, Cute, Procedural Generation, Action, Dungeon Crawler, Gambling, Soundtrack",20
2358720,Black Myth: Wukong,"Mythology, Action RPG, Action, Souls-like, 3D, RPG, Combat, Story Rich, Singleplayer, Action-Adventure, Drama, Dark Fantasy, Atmospheric, Adventure, Fantasy, Hack and Slash, Difficult, Third Person, Music, Violent",20
2362420,Mass Effect 2 (2010) Edition,"RPG, Action, Third-Person Shooter, Sci-fi, Gore, Space, Choices Matter, Story Rich, Singleplayer, Adventure, Cinematic, Romance, Third Person, Character Customization, Shooter, Atmospheric, Female Protagonist, Action RPG, Real-Time with Pause, Violent",20
2366980,Thank Goodness You're Here!,"Adventure, Comedy, Funny, Hand-drawn, Indie, Exploration, Casual, 2D Platformer, Platformer, 2D, Short, Side Scroller, Cartoon, Colorful, Singleplayer, Cartoony, Open World, Puzzle, Cinematic, Puzzle Platformer",20
2377280,Eriksholm: The Stolen Dream,"Stealth, Narrative, Story Rich, Female Protagonist, Adventure, Action-Adventure, Strategy, Alternate History, Isometric, Linear, Realistic, 3D, Emotional, Singleplayer, Action, Conspiracy, 1990's, Exploration, Historical, Combat",20
2378620,Anomaly Agent,"Action Roguelike, 2D Platformer, Side Scroller, 2D, Hack and Slash, Souls-like, Platformer, 2D Fighter, Roguelite, Action RPG, Action-Adventure, Roguelike, Cyberpunk, Conversation, Choices Matter, Controller, Linear, Story Rich, Pixel Graphics, Multiple Endings",20
2379780,Balatro,"Card Game, Roguelike, Roguelike Deckbuilder, Deckbuilding, Singleplayer, Pixel Graphics, Strategy, Replay Value, Roguelite, Turn-Based, Card Battler, Casual, Difficult, Indie, Choices Matter, 2D, Turn-Based Strategy, Relaxing, Arcade, Procedural Generation",20
2420660,Neva,"Adventure, Platformer, Atmospheric, Indie, 2D, Puzzle, Emotional, 2D Platformer, Female Protagonist, Beautiful, Colorful, Nature, Walking Simulator, Relaxing, Puzzle Platformer, Singleplayer, Anime, Great Soundtrack, Hand-drawn, Action",20
2437170,SMITE 2,"Early Access, Action, MOBA, Third Person, PvP, Strategy, Mythology, Adventure, Casual, Competitive, RPG, Multiplayer, Massively Multiplayer, Team-Based, Combat, Online Co-Op, Co-op, God Game, MMORPG, Action-Adventure",20
2513280,SONIC X SHADOW GENERATIONS,"Action, 3D Platformer, Platformer, Fast-Paced, Great Soundtrack, Singleplayer, 3D, 2D Platformer, Adventure, Soundtrack, Replay Value, Colorful, Family Friendly, Cartoony, 2D, Score Attack, Quick-Time Events, Romance, Linear, Psychological Horror",20
2536180,Project Wingman: Frontline-59 Campaign,"Action, Flight, Indie, Simulation, Jet, War, Military, Singleplayer, Arcade, VR, Great Soundtrack, Controller, Shooter, Story Rich, Sci-fi, First-Person, Third Person, Epic, Realistic, Multiplayer",20
2542120,NINJA GAIDEN: Ragebound,"Action, Ninja, Platformer, 2D Platformer, Retro, Pixel Graphics, Side Scroller, 2D, Indie, Singleplayer, Difficult, Gore, Adventure, Hack and Slash, Soundtrack, Violent, Nostalgia, Martial Arts, 1990's, Demons",20
2587930,Topswap,"Action, Platformer, Shooter, Arcade, Bullet Hell, FPS, 3D Platformer, Arena Shooter, Flight, 3D, Tactical, Cartoon, Cartoony, Colorful, Comic Book, First-Person, Stylized, Robots, Roguelite, Atmospheric",20
2616460,Dungeon Keeper™ 2,"Strategy, God Game, Action RPG, Singleplayer, Real Time Tactics, Action, Villain Protagonist, RTS, Classic, Old School, Base Building",11
2623190,The Elder Scrolls IV: Oblivion Remastered,"RPG, Open World, Singleplayer, Fantasy, Gore, Adventure, Exploration, Character Customization, First-Person, Action RPG, Third Person, Story Rich, Action-Adventure, Great Soundtrack, Atmospheric, Violent, Action, Sexual Content, Politics, Multiplayer",20
2638370,Five Nights at Freddy's: Into the Pit,"Horror, Pixel Graphics, Adventure, 2D, 1980s, Singleplayer, Exploration, Action, Multiple Endings, Indie, Point & Click, Dark, Time Travel, Atmospheric, Side Scroller, Survival Horror, 1990's, LGBTQ+, Psychological Horror, Story Rich",20
2677660,Indiana Jones and the Great Circle,"Action-Adventure, First-Person, Puzzle, Story Rich, Singleplayer, Adventure, Exploration, Historical, Stealth, Action, World War II, Open World, Investigation, 3D Platformer, Realistic, Platformer, 3D, Immersive Sim, Political, Politics",20
2678820,Vector Strike,"Shooter, Multiplayer, Sports, Action, Combat, Early Access, Team-Based, First-Person, Football (Soccer), FPS, Physics, Hero Shooter, PvP, Simulation, Arena Shooter, eSports, Competitive, Class-Based, 3D, Futuristic",20
2680010,The First Berserker: Khazan,"Souls-like, Difficult, Hack and Slash, Anime, 3D, Action RPG, Action-Adventure, Third Person, RPG, Action, Dark Fantasy, Cartoony, Atmospheric, Adventure, Dark, Combat, Cartoon, Destruction, Linear, Singleplayer",20
2694420,KILL KNIGHT,"Stylized, Bullet Hell, Top-Down Shooter, Arcade, Hack and Slash, Difficult, Score Attack, Indie, Twin Stick Shooter, Shooter, Action, Bullet Time, Controller, Singleplayer, Casual, Gothic, Blood, Demons, Isometric, Dark Fantasy",20
2725260,ENDER MAGNOLIA: Bloom in the Mist,"Metroidvania, 2D, Singleplayer, Dark Fantasy, Action RPG, Female Protagonist, RPG, Souls-like, Action, Great Soundtrack, Anime, Fantasy, Medieval, Story Rich, Atmospheric, Cute, Side Scroller, Platformer, Difficult, Early Access",20
2738630,Dungeons & Dragons Neverwinter Nights 2: Enhanced Edition,"RPG, Dungeons & Dragons, Party-Based RPG, Character Customization, Action RPG, Fantasy, Action-Adventure, Online Co-Op, Dungeon Crawler, 3D, Story Rich, Combat, Adventure, Singleplayer, Magic, Action, Colorful, Third Person, Lore-Rich, Medieval",20
2751000,Prince of Persia The Lost Crown,"Metroidvania, Exploration, 2D Platformer, Action, Side Scroller, Precision Platformer, Adventure, Action-Adventure, Controller, Action RPG, Colorful, Singleplayer, Stylized, Combat, Atmospheric, Hack and Slash, Great Soundtrack, Platformer, Souls-like, Multiplayer",20
2835570,Buckshot Roulette,"Multiplayer, Dark, Gambling, Horror, Strategy, First-Person, Singleplayer, Indie, 3D, Psychological, Puzzle, Blood, Psychological Horror, Experimental, Action, Roguelike, Simulation, Surreal, FPS, Roguelite",20
2848330,Lies of P: Overture,"Souls-like, Action, Adventure, Dark Fantasy, 3D, RPG, Action RPG, Singleplayer, Third Person, Exploration, Story Rich, Dark, Steampunk, Atmospheric, Violent, Choices Matter, Multiple Endings, Difficult, Gothic, Replay Value",20
2849080,Kingdom Rush 5: Alliance TD,"Strategy, Tower Defense, 2D, Cartoon, Fantasy, Cartoony, Singleplayer, Dragons, Building, Funny, Indie, Medieval, Action, Adventure, Comedy, Magic, Dark",17
2958970,The Thing: Remastered,"Action, Survival Horror, Sci-fi, Shooter, Horror, Third Person, Third-Person Shooter, 3D, Aliens, Adventure, Thriller, Blood, Combat, Singleplayer, Choices Matter, Movie, PvE, Psychological, Survival, FPS",20
3017860,DOOM: The Dark Ages,"Action, FPS, Demons, Dark Fantasy, Gore, Singleplayer, Sci-fi, Cinematic, First-Person, Story Rich, Shooter, Atmospheric, Lore-Rich, Dragons, Mature, Mechs, Blood, Adventure, Fast-Paced, Boomer Shooter",20
3024040,Stronghold Crusader: Definitive Edition,"Strategy, Real Time Tactics, City Builder, Sandbox, Colony Sim, Tower Defense, Medieval, Building, Economy, War, Base Building, PvP, RTS, 2D, Isometric, Historical, Open World, Simulation, Atmospheric, Resource Management",20
3068300,Katawa Shoujo,"Visual Novel, Romance, Dating Sim, Anime, 2D, Multiple Endings, Choices Matter, Emotional, Text-Based, Cute, Story Rich, Psychological, Relaxing, Casual, Singleplayer, Narration, Hand-drawn, Narrative, Choose Your Own Adventure, Simulation",20
3240220,Grand Theft Auto V Enhanced,"Open World, Action, Multiplayer, Crime, Mature, Sexual Content, Third Person, Shooter, First-Person, Automobile Sim, Adventure, Racing, Sandbox, Third-Person Shooter, Atmospheric, Comedy, Funny, PvP, Moddable, Co-op",20
3314070,The Sims™ 2 Legacy Collection,"Sandbox, Life Sim, Building, Simulation, Classic, Management, Immersive Sim, Character Customization, Story Rich, Colorful, Cartoony, Atmospheric, Singleplayer, Sexual Content, LGBTQ+, Funny",16
3365600,FINAL FANTASY IV PIXEL REMASTER Original Soundtrack,+ Add your own tags,1
3365640,FINAL FANTASY VI PIXEL REMASTER Original Soundtrack,+ Add your own tags,1
3476660,Star Crafter,"Early Access, Open World Survival Craft, Crafting, Base Building, Mining, Adventure, Resource Management, Space, Simulation, Exploration, Automation, Survival, Voxel, Sandbox, Open World, Building, Sci-fi, Singleplayer, First-Person, Action",20
3489700,Stellar Blade™,"Female Protagonist, Action, Hack and Slash, 3D, Souls-like, Singleplayer, Third Person, Action RPG, Adventure, Post-apocalyptic, Action-Adventure, Sexual Content, Futuristic, Combat, Story Rich, Dystopian, Multiple Endings, Quick-Time Events, Stylized, Experience",20
3711140,HITMAN 3 - The Banker Pack,"Stealth, Assassin, Action, Singleplayer, VR, Sandbox, Violent, Shooter, Multiplayer, Third Person, Adventure, Third-Person Shooter, Realistic, Cinematic, Gore, Puzzle, Open World, Funny, Immersive Sim, Capitalism",20
3743240,Robocop Rogue City - Unfinished Business - Prime Directives Pack,"Action, FPS, Gore, First-Person, Singleplayer, Adventure, Shooter, Story Rich, Cyberpunk, Violent, Atmospheric, Sci-fi, RPG, Action RPG, Dystopian, Robots, Crime, Futuristic, Mature, Dark",20
505170,Carmageddon: Max Damage,"Combat Racing, Gore, Action, Racing, Violent, Vehicular Combat, Automobile Sim, Multiplayer, Funny, Destruction, Driving, Comedy, Open World, Dark Humor, Singleplayer, Arcade, Blood, Physics, Memes, Dark Comedy",20
505230,Pathologic 2,"Story Rich, Atmospheric, Choices Matter, Difficult, RPG, Survival, Detective, Immersive Sim, Singleplayer, Psychological Horror, Surreal, Survival Horror, Open World, Dystopian, Adventure, Dark, Indie, First-Person, CRPG, Isometric",20
506610,Five Nights at Freddy's: Sister Location,"Horror, Survival Horror, Singleplayer, Robots, First-Person, Dark, Difficult, Survival, Strategy, Indie, Story Rich, Mystery, Psychological Horror, Atmospheric, Simulation, Lore-Rich, Memes, Funny, Adventure, Gore",20
507490,Ashes of the Singularity: Escalation,"RTS, Base Building, PvP, Real Time Tactics, Moddable, Strategy, Online Co-Op, Transhumanism, Sci-fi, Military, Simulation, Isometric, Building, Dark, Futuristic, Robots, Co-op, Singleplayer, Multiplayer, War",20
508440,Totally Accurate Battle Simulator,"Sandbox, Simulation, Funny, War, Strategy, Physics, Singleplayer, Realistic, Indie, Adventure, Colorful, Fantasy, 3D, Comedy, Action, Historical, Family Friendly, Wargame, Cute, Memes",20
513230,The Underground Man,"Indie, Story Rich, Memes, Post-apocalyptic, 2D, Adventure, Atmospheric, RPG, Great Soundtrack, Classic, Singleplayer, Survival, Pixel Graphics, Psychological Horror, Retro, Difficult, Action, Open World, Illuminati, Choices Matter",20
516750,My Summer Car,"Automobile Sim, Simulation, Driving, Open World, Survival, Realistic, First-Person, Building, Singleplayer, Racing, Funny, Sandbox, Difficult, Early Access, Multiplayer, Perma Death, Comedy, Indie, Psychological Horror, Adventure",20
517790,Caesar™ 3,"City Builder, Strategy, Simulation, Rome, Retro, Historical, Classic, Management, Isometric, Singleplayer, Resource Management, 1990's",12
519860,DUSK,"Boomer Shooter, FPS, Retro, Shooter, Horror, Fast-Paced, Old School, First-Person, Great Soundtrack, Lovecraftian, 1990's, Action, Singleplayer, Dark Humor, Classic, Atmospheric, Blood, Arena Shooter, Level Editor, PvP",20
523780,Emily is Away Too,"Indie, Simulation, Choices Matter, Dating Sim, Casual, Story Rich, Pixel Graphics, Multiple Endings, Singleplayer, Text-Based, RPG, Visual Novel, Adventure, Memes, Funny, Psychological Horror, Retro, Great Soundtrack, Romance, Atmospheric",20
524220,NieR:Automata™,"Hack and Slash, RPG, Great Soundtrack, Action, Story Rich, Female Protagonist, Spectacle fighter, Open World, JRPG, Anime, Post-apocalyptic, Singleplayer, Robots, Atmospheric, Sci-fi, Nudity, Adventure, Bullet Hell, Character Action Game, Violent",20
525720,BioShock 2: Minerva's Den Remastered,"Action, RPG, First-Person, Immersive Sim, Atmospheric",5
526870,Satisfactory,"Base Building, Automation, Open World, Crafting, Multiplayer, Co-op, Building, Resource Management, Sandbox, Exploration, Adventure, Open World Survival Craft, Survival, First-Person, Simulation, Strategy, Singleplayer, Sci-fi, Early Access, Indie",20
